mun_mic_mes,Municipio_ID
"Itaipava do GrajaúAlto Mearim e GrajaúCentro Maranhense",541
"Itapecuru MirimItapecuru MirimNorte Maranhense",542
"Itinga do MaranhãoImperatrizOeste Maranhense",543
"JatobáChapadas do Alto ItapecuruLeste Maranhense",544
"Jenipapo dos VieirasAlto Mearim e GrajaúCentro Maranhense",545
"João LisboaImperatrizOeste Maranhense",546
"JoselândiaAlto Mearim e GrajaúCentro Maranhense",547
"Junco do MaranhãoGurupiOeste Maranhense",548
"Lago da PedraPindaréOeste Maranhense",549
"Lago do JuncoMédio MearimCentro Maranhense",550
"Lago dos RodriguesMédio MearimCentro Maranhense",551
"Lago VerdeMédio MearimCentro Maranhense",552
"Lagoa do MatoChapadas do Alto ItapecuruLeste Maranhense",553
"Lagoa Grande do MaranhãoPindaréOeste Maranhense",554
"Lajeado NovoImperatrizOeste Maranhense",555
"Lima CamposMédio MearimCentro Maranhense",556
"LoretoChapadas das MangabeirasSul Maranhense",557
"Luís DominguesGurupiOeste Maranhense",558
"Magalhães de AlmeidaBaixo Parnaíba MaranhenseLeste Maranhense",559
"MaracaçuméGurupiOeste Maranhense",560
"Marajá do SenaPindaréOeste Maranhense",561
"MaranhãozinhoGurupiOeste Maranhense",562
"Mata RomaChapadinhaLeste Maranhense",563
"MatinhaBaixada MaranhenseNorte Maranhense",564
"MatõesCaxiasLeste Maranhense",565
"Matões do NorteItapecuru MirimNorte Maranhense",566
"Milagres do MaranhãoChapadinhaLeste Maranhense",567
"MiradorChapadas do Alto ItapecuruLeste Maranhense",568
"Miranda do NorteItapecuru MirimNorte Maranhense",569
"MirinzalLitoral Ocidental MaranhenseNorte Maranhense",570
"MonçãoBaixada MaranhenseNorte Maranhense",571
"Montes AltosImperatrizOeste Maranhense",572
"MorrosRosárioNorte Maranhense",573
"Nina RodriguesItapecuru MirimNorte Maranhense",574
"Nova ColinasChapadas das MangabeirasSul Maranhense",575
"Nova IorqueChapadas do Alto ItapecuruLeste Maranhense",576
"Nova Olinda do MaranhãoPindaréOeste Maranhense",577
"Olho d'Água das CunhãsMédio MearimCentro Maranhense",578
"Olinda Nova do MaranhãoBaixada MaranhenseNorte Maranhense",579
"Paço do LumiarAglomeração Urbana de São LuísNorte Maranhense",580
"PalmeirândiaBaixada MaranhenseNorte Maranhense",581
"ParaibanoChapadas do Alto ItapecuruLeste Maranhense",582
"ParnaramaCaxiasLeste Maranhense",583
"Passagem FrancaChapadas do Alto ItapecuruLeste Maranhense",584
"Pastos BonsChapadas do Alto ItapecuruLeste Maranhense",585
"Paulino NevesLençóis MaranhensesNorte Maranhense",586
"Paulo RamosPindaréOeste Maranhense",587
"PedreirasMédio MearimCentro Maranhense",588
"Pedro do RosárioBaixada MaranhenseNorte Maranhense",589
"PenalvaBaixada MaranhenseNorte Maranhense",590
"Peri MirimBaixada MaranhenseNorte Maranhense",591
"PeritoróCodóLeste Maranhense",592
"Pindaré-MirimPindaréOeste Maranhense",593
"PinheiroBaixada MaranhenseNorte Maranhense",594
"Pio XIIMédio MearimCentro Maranhense",595
"PirapemasItapecuru MirimNorte Maranhense",596
"Poção de PedrasMédio MearimCentro Maranhense",597
"Porto FrancoPorto FrancoSul Maranhense",598
"Porto Rico do MaranhãoLitoral Ocidental MaranhenseNorte Maranhense",599
"Presidente DutraPresidente DutraCentro Maranhense",600
"Presidente JuscelinoRosárioNorte Maranhense",601
"Presidente MédiciPindaréOeste Maranhense",602
"Presidente SarneyBaixada MaranhenseNorte Maranhense",603
"Presidente VargasItapecuru MirimNorte Maranhense",604
"Primeira CruzLençóis MaranhensesNorte Maranhense",605
"RaposaAglomeração Urbana de São LuísNorte Maranhense",606
"RiachãoGerais de BalsasSul Maranhense",607
"Ribamar FiqueneImperatrizOeste Maranhense",608
"RosárioRosárioNorte Maranhense",609
"SambaíbaChapadas das MangabeirasSul Maranhense",610
"Santa Filomena do MaranhãoAlto Mearim e GrajaúCentro Maranhense",611
"Santa HelenaBaixada MaranhenseNorte Maranhense",612
"Santa InêsPindaréOeste Maranhense",613
"Santa LuziaPindaréOeste Maranhense",614
"Santa Luzia do ParuáPindaréOeste Maranhense",615
"Santa Quitéria do MaranhãoBaixo Parnaíba MaranhenseLeste Maranhense",616
"Santa RitaRosárioNorte Maranhense",617
"Santana do MaranhãoBaixo Parnaíba MaranhenseLeste Maranhense",618
"Santo Amaro do MaranhãoLençóis MaranhensesNorte Maranhense",619
"Santo Antônio dos LopesMédio MearimCentro Maranhense",620
"São Benedito do Rio PretoChapadinhaLeste Maranhense",621
"São BentoBaixada MaranhenseNorte Maranhense",622
"São BernardoBaixo Parnaíba MaranhenseLeste Maranhense",623
"São Domingos do AzeitãoChapadas das MangabeirasSul Maranhense",624
"São Domingos do MaranhãoPresidente DutraCentro Maranhense",625
"São Félix de BalsasChapadas das MangabeirasSul Maranhense",626
"São Francisco do BrejãoImperatrizOeste Maranhense",627
"São Francisco do MaranhãoChapadas do Alto ItapecuruLeste Maranhense",628
"São João BatistaBaixada MaranhenseNorte Maranhense",629
"São João do CarúPindaréOeste Maranhense",630
"São João do ParaísoPorto FrancoSul Maranhense",631
"São João do SoterCaxiasLeste Maranhense",632
"São João dos PatosChapadas do Alto ItapecuruLeste Maranhense",633
"São José de RibamarAglomeração Urbana de São LuísNorte Maranhense",634
"São José dos BasíliosPresidente DutraCentro Maranhense",635
"São LuísAglomeração Urbana de São LuísNorte Maranhense",636
"São Luís Gonzaga do MaranhãoMédio MearimCentro Maranhense",637
"São Mateus do MaranhãoMédio MearimCentro Maranhense",638
"São Pedro da Água BrancaImperatrizOeste Maranhense",639
"São Pedro dos CrentesPorto FrancoSul Maranhense",640
"São Raimundo das MangabeirasChapadas das MangabeirasSul Maranhense",641
"São Raimundo do Doca BezerraMédio MearimCentro Maranhense",642
"São RobertoMédio MearimCentro Maranhense",643
"São Vicente FerrerBaixada MaranhenseNorte Maranhense",644
"SatubinhaMédio MearimCentro Maranhense",645
"Senador Alexandre CostaPresidente DutraCentro Maranhense",646
"Senador La RocqueImperatrizOeste Maranhense",647
"Serrano do MaranhãoLitoral Ocidental MaranhenseNorte Maranhense",648
"Sítio NovoAlto Mearim e GrajaúCentro Maranhense",649
"Sucupira do NorteChapadas do Alto ItapecuruLeste Maranhense",650
"Sucupira do RiachãoChapadas do Alto ItapecuruLeste Maranhense",651
"Tasso FragosoGerais de BalsasSul Maranhense",652
"TimbirasCodóLeste Maranhense",653
"TimonCaxiasLeste Maranhense",654
"Trizidela do ValeMédio MearimCentro Maranhense",655
"TufilândiaPindaréOeste Maranhense",656
"TuntumAlto Mearim e GrajaúCentro Maranhense",657
"TuriaçuGurupiOeste Maranhense",658
"TurilândiaGurupiOeste Maranhense",659
"TutóiaLençóis MaranhensesNorte Maranhense",660
"Urbano SantosChapadinhaLeste Maranhense",661
"Vargem GrandeItapecuru MirimNorte Maranhense",662
"VianaBaixada MaranhenseNorte Maranhense",663
"Vila Nova dos MartíriosImperatrizOeste Maranhense",664
"Vitória do MearimBaixada MaranhenseNorte Maranhense",665
"Vitorino FreirePindaréOeste Maranhense",666
"Zé DocaPindaréOeste Maranhense",667
"AcauãAlto Médio CanindéSudeste Piauiense",668
"AgricolândiaMédio Parnaíba PiauienseCentro-Norte Piauiense",669
"Água BrancaMédio Parnaíba PiauienseCentro-Norte Piauiense",670
"Alagoinha do PiauíPio IXSudeste Piauiense",671
"Alegrete do PiauíPio IXSudeste Piauiense",672
"Alto LongáCampo MaiorCentro-Norte Piauiense",673
"AltosTeresinaCentro-Norte Piauiense",674
"Alvorada do GurguéiaAlto Médio GurguéiaSudoeste Piauiense",675
"AmaranteMédio Parnaíba PiauienseCentro-Norte Piauiense",676
"Angical do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense",677
"Anísio de AbreuSão Raimundo NonatoSudoeste Piauiense",678
"Antônio AlmeidaBertolíniaSudoeste Piauiense",679
"AroazesValença do PiauíCentro-Norte Piauiense",680
"Aroeiras do ItaimPicosSudeste Piauiense",681
"ArraialMédio Parnaíba PiauienseCentro-Norte Piauiense",682
"Assunção do PiauíCampo MaiorCentro-Norte Piauiense",683
"Avelino LopesChapadas do Extremo Sul PiauienseSudoeste Piauiense",684
"Baixa Grande do RibeiroAlto Parnaíba PiauienseSudoeste Piauiense",685
"Barra D'AlcântaraValença do PiauíCentro-Norte Piauiense",686
"BarrasBaixo Parnaíba PiauienseNorte Piauiense",687
"Barreiras do PiauíAlto Médio GurguéiaSudoeste Piauiense",688
"Barro DuroMédio Parnaíba PiauienseCentro-Norte Piauiense",689
"BatalhaBaixo Parnaíba PiauienseNorte Piauiense",690
"Bela Vista do PiauíAlto Médio CanindéSudeste Piauiense",691
"Belém do PiauíAlto Médio CanindéSudeste Piauiense",692
"BeneditinosTeresinaCentro-Norte Piauiense",693
"BertolíniaBertolíniaSudoeste Piauiense",694
"Betânia do PiauíAlto Médio CanindéSudeste Piauiense",695
"Boa HoraBaixo Parnaíba PiauienseNorte Piauiense",696
"BocainaPicosSudeste Piauiense",697
"Bom JesusAlto Médio GurguéiaSudoeste Piauiense",698
"Bom Princípio do PiauíLitoral PiauienseNorte Piauiense",699
"Bonfim do PiauíSão Raimundo NonatoSudoeste Piauiense",700
"Boqueirão do PiauíCampo MaiorCentro-Norte Piauiense",701
"BrasileiraBaixo Parnaíba PiauienseNorte Piauiense",702
"Brejo do PiauíSão Raimundo NonatoSudoeste Piauiense",703
"Buriti dos LopesLitoral PiauienseNorte Piauiense",704
"Buriti dos MontesCampo MaiorCentro-Norte Piauiense",705
"Cabeceiras do PiauíBaixo Parnaíba PiauienseNorte Piauiense",706
"Cajazeiras do PiauíPicosSudeste Piauiense",707
"Cajueiro da PraiaLitoral PiauienseNorte Piauiense",708
"Caldeirão Grande do PiauíAlto Médio CanindéSudeste Piauiense",709
"Campinas do PiauíAlto Médio CanindéSudeste Piauiense",710
"Campo Alegre do FidalgoAlto Médio CanindéSudeste Piauiense",711
"Campo Grande do PiauíAlto Médio CanindéSudeste Piauiense",712
"Campo Largo do PiauíBaixo Parnaíba PiauienseNorte Piauiense",713
"Campo MaiorCampo MaiorCentro-Norte Piauiense",714
"CanavieiraFlorianoSudoeste Piauiense",715
"Canto do BuritiSão Raimundo NonatoSudoeste Piauiense",716
"Capitão de CamposCampo MaiorCentro-Norte Piauiense",717
"Capitão Gervásio OliveiraAlto Médio CanindéSudeste Piauiense",718
"CaracolSão Raimundo NonatoSudoeste Piauiense",719
"Caraúbas do PiauíLitoral PiauienseNorte Piauiense",720
"Caridade do PiauíAlto Médio CanindéSudeste Piauiense",721
"Castelo do PiauíCampo MaiorCentro-Norte Piauiense",722
"CaxingóLitoral PiauienseNorte Piauiense",723
"CocalLitoral PiauienseNorte Piauiense",724
"Cocal de TelhaCampo MaiorCentro-Norte Piauiense",725
"Cocal dos AlvesLitoral PiauienseNorte Piauiense",726
"CoivarasTeresinaCentro-Norte Piauiense",727
"Colônia do GurguéiaBertolíniaSudoeste Piauiense",728
"Colônia do PiauíPicosSudeste Piauiense",729
"Conceição do CanindéAlto Médio CanindéSudeste Piauiense",730
"Coronel José DiasSão Raimundo NonatoSudoeste Piauiense",731
"CorrenteChapadas do Extremo Sul PiauienseSudoeste Piauiense",732
"Cristalândia do PiauíChapadas do Extremo Sul PiauienseSudoeste Piauiense",733
"Cristino CastroAlto Médio GurguéiaSudoeste Piauiense",734
"CurimatáChapadas do Extremo Sul PiauienseSudoeste Piauiense",735
"CurraisAlto Médio GurguéiaSudoeste Piauiense",736
"Curral Novo do PiauíAlto Médio CanindéSudeste Piauiense",737
"CurralinhosTeresinaCentro-Norte Piauiense",738
"Demerval LobãoTeresinaCentro-Norte Piauiense",739
"Dirceu ArcoverdeSão Raimundo NonatoSudoeste Piauiense",740
"Dom Expedito LopesPicosSudeste Piauiense",741
"Dom InocêncioSão Raimundo NonatoSudoeste Piauiense",742
"Domingos MourãoCampo MaiorCentro-Norte Piauiense",743
"Elesbão VelosoValença do PiauíCentro-Norte Piauiense",744
"Eliseu MartinsBertolíniaSudoeste Piauiense",745
"EsperantinaBaixo Parnaíba PiauienseNorte Piauiense",746
"Fartura do PiauíSão Raimundo NonatoSudoeste Piauiense",747
"Flores do PiauíFlorianoSudoeste Piauiense",748
"Floresta do PiauíAlto Médio CanindéSudeste Piauiense",749
"FlorianoFlorianoSudoeste Piauiense",750
"FrancinópolisValença do PiauíCentro-Norte Piauiense",751
"Francisco AyresMédio Parnaíba PiauienseCentro-Norte Piauiense",752
"Francisco MacedoAlto Médio CanindéSudeste Piauiense",753
"Francisco SantosPio IXSudeste Piauiense",754
"FronteirasAlto Médio CanindéSudeste Piauiense",755
"GeminianoPicosSudeste Piauiense",756
"GilbuésAlto Médio GurguéiaSudoeste Piauiense",757
"GuadalupeFlorianoSudoeste Piauiense",758
"GuaribasSão Raimundo NonatoSudoeste Piauiense",759
"Hugo NapoleãoMédio Parnaíba PiauienseCentro-Norte Piauiense",760
"Ilha GrandeLitoral PiauienseNorte Piauiense",761
"InhumaValença do PiauíCentro-Norte Piauiense",762
"Ipiranga do PiauíPicosSudeste Piauiense",763
"Isaías CoelhoAlto Médio CanindéSudeste Piauiense",764
"ItainópolisAlto Médio CanindéSudeste Piauiense",765
"ItaueiraFlorianoSudoeste Piauiense",766
"Jacobina do PiauíAlto Médio CanindéSudeste Piauiense",767
"JaicósAlto Médio CanindéSudeste Piauiense",768
"Jardim do MulatoMédio Parnaíba PiauienseCentro-Norte Piauiense",769
"Jatobá do PiauíCampo MaiorCentro-Norte Piauiense",770
"JerumenhaFlorianoSudoeste Piauiense",771
"João CostaAlto Médio CanindéSudeste Piauiense",772
"Joaquim PiresBaixo Parnaíba PiauienseNorte Piauiense",773
"Joca MarquesBaixo Parnaíba PiauienseNorte Piauiense",774
"José de FreitasTeresinaCentro-Norte Piauiense",775
"Juazeiro do PiauíCampo MaiorCentro-Norte Piauiense",776
"Júlio BorgesChapadas do Extremo Sul PiauienseSudoeste Piauiense",777
"JuremaSão Raimundo NonatoSudoeste Piauiense",778
"Lagoa AlegreTeresinaCentro-Norte Piauiense",779
"Lagoa de São FranciscoCampo MaiorCentro-Norte Piauiense",780
"Lagoa do Barro do PiauíAlto Médio CanindéSudeste Piauiense",781
"Lagoa do PiauíTeresinaCentro-Norte Piauiense",782
"Lagoa do SítioValença do PiauíCentro-Norte Piauiense",783
"Lagoinha do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense",784
"Landri SalesBertolíniaSudoeste Piauiense",785
"Luís CorreiaLitoral PiauienseNorte Piauiense",786
"LuzilândiaBaixo Parnaíba PiauienseNorte Piauiense",787
"MadeiroBaixo Parnaíba PiauienseNorte Piauiense",788
"Manoel EmídioBertolíniaSudoeste Piauiense",789
"MarcolândiaAlto Médio CanindéSudeste Piauiense",790
"Marcos ParenteBertolíniaSudoeste Piauiense",791
"Massapê do PiauíAlto Médio CanindéSudeste Piauiense",792
"Matias OlímpioBaixo Parnaíba PiauienseNorte Piauiense",793
"Miguel AlvesBaixo Parnaíba PiauienseNorte Piauiense",794
"Miguel LeãoTeresinaCentro-Norte Piauiense",795
"Milton BrandãoCampo MaiorCentro-Norte Piauiense",796
"Monsenhor GilTeresinaCentro-Norte Piauiense",797
"Monsenhor HipólitoPio IXSudeste Piauiense",798
"Monte Alegre do PiauíAlto Médio GurguéiaSudoeste Piauiense",799
"Morro Cabeça no TempoChapadas do Extremo Sul PiauienseSudoeste Piauiense",800
"Morro do Chapéu do PiauíBaixo Parnaíba PiauienseNorte Piauiense",801
"Murici dos PortelasLitoral PiauienseNorte Piauiense",802
"Nazaré do PiauíFlorianoSudoeste Piauiense",803
"NazáriaTeresinaCentro-Norte Piauiense",804
"Nossa Senhora de NazaréCampo MaiorCentro-Norte Piauiense",805
"Nossa Senhora dos RemédiosBaixo Parnaíba PiauienseNorte Piauiense",806
"Nova Santa RitaAlto Médio CanindéSudeste Piauiense",807
"Novo Oriente do PiauíValença do PiauíCentro-Norte Piauiense",808
"Novo Santo AntônioCampo MaiorCentro-Norte Piauiense",809
"OeirasPicosSudeste Piauiense",810
"Olho D'Água do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense",811
"Padre MarcosAlto Médio CanindéSudeste Piauiense",812
"Paes LandimAlto Médio CanindéSudeste Piauiense",813
"Pajeú do PiauíSão Raimundo NonatoSudoeste Piauiense",814
"Palmeira do PiauíAlto Médio GurguéiaSudoeste Piauiense",815
"PalmeiraisMédio Parnaíba PiauienseCentro-Norte Piauiense",816
"PaquetáPicosSudeste Piauiense",817
"ParnaguáChapadas do Extremo Sul PiauienseSudoeste Piauiense",818
"ParnaíbaLitoral PiauienseNorte Piauiense",819
"Passagem Franca do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense",820
"Patos do PiauíAlto Médio CanindéSudeste Piauiense",821
"Pau D'Arco do PiauíTeresinaCentro-Norte Piauiense",822
"PaulistanaAlto Médio CanindéSudeste Piauiense",823
"PavussuFlorianoSudoeste Piauiense",824
"Pedro IICampo MaiorCentro-Norte Piauiense",825
"Pedro LaurentinoAlto Médio CanindéSudeste Piauiense",826
"PicosPicosSudeste Piauiense",827
"PimenteirasValença do PiauíCentro-Norte Piauiense",828
"Pio IXPio IXSudeste Piauiense",829
"PiracurucaLitoral PiauienseNorte Piauiense",830
"PiripiriBaixo Parnaíba PiauienseNorte Piauiense",831
"PortoBaixo Parnaíba PiauienseNorte Piauiense",832
"Porto Alegre do PiauíBertolíniaSudoeste Piauiense",833
"Prata do PiauíValença do PiauíCentro-Norte Piauiense",834
"Queimada NovaAlto Médio CanindéSudeste Piauiense",835
"Redenção do GurguéiaAlto Médio GurguéiaSudoeste Piauiense",836
"RegeneraçãoMédio Parnaíba PiauienseCentro-Norte Piauiense",837
"Riacho FrioChapadas do Extremo Sul PiauienseSudoeste Piauiense",838
"Ribeira do PiauíAlto Médio CanindéSudeste Piauiense",839
"Ribeiro GonçalvesAlto Parnaíba PiauienseSudoeste Piauiense",840
"Rio Grande do PiauíFlorianoSudoeste Piauiense",841
"Santa Cruz do PiauíPicosSudeste Piauiense",842
"Santa Cruz dos MilagresValença do PiauíCentro-Norte Piauiense",843
"Santa FilomenaAlto Parnaíba PiauienseSudoeste Piauiense",844
"Santa LuzAlto Médio GurguéiaSudoeste Piauiense",845
"Santa Rosa do PiauíPicosSudeste Piauiense",846
"Santana do PiauíPicosSudeste Piauiense",847
"Santo Antônio de LisboaPio IXSudeste Piauiense",848
"Santo Antônio dos MilagresMédio Parnaíba PiauienseCentro-Norte Piauiense",849
"Santo Inácio do PiauíAlto Médio CanindéSudeste Piauiense",850
"São Braz do PiauíSão Raimundo NonatoSudoeste Piauiense",851
"São Félix do PiauíValença do PiauíCentro-Norte Piauiense",852
"São Francisco de Assis do PiauíAlto Médio CanindéSudeste Piauiense",853
"São Francisco do PiauíFlorianoSudoeste Piauiense",854
"São Gonçalo do GurguéiaAlto Médio GurguéiaSudoeste Piauiense",855
"São Gonçalo do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense",856
"São João da CanabravaPicosSudeste Piauiense",857
"São João da FronteiraLitoral PiauienseNorte Piauiense",858
"São João da SerraCampo MaiorCentro-Norte Piauiense",859
"São João da VarjotaPicosSudeste Piauiense",860
"São João do ArraialBaixo Parnaíba PiauienseNorte Piauiense",861
"São João do PiauíAlto Médio CanindéSudeste Piauiense",862
"São José do DivinoLitoral PiauienseNorte Piauiense",863
"São José do PeixeFlorianoSudoeste Piauiense",864
"São José do PiauíPicosSudeste Piauiense",865
"São JuliãoPio IXSudeste Piauiense",866
"São Lourenço do PiauíSão Raimundo NonatoSudoeste Piauiense",867
"São Luis do PiauíPicosSudeste Piauiense",868
"São Miguel da Baixa GrandeValença do PiauíCentro-Norte Piauiense",869
"São Miguel do FidalgoFlorianoSudoeste Piauiense",870
"São Miguel do TapuioCampo MaiorCentro-Norte Piauiense",871
"São Pedro do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense",872
"São Raimundo NonatoSão Raimundo NonatoSudoeste Piauiense",873
"Sebastião BarrosChapadas do Extremo Sul PiauienseSudoeste Piauiense",874
"Sebastião LealBertolíniaSudoeste Piauiense",875
"Sigefredo PachecoCampo MaiorCentro-Norte Piauiense",876
