Municipio_ID,Municipio_Nome (UF),Municipio_Nome,Microrregião_ID,Microrregião,Mesorregião,UF,Municipio_Meso_Micro
719,Caracol (PI),Caracol,92,São Raimundo Nonato,Sudoeste Piauiense,PI,CaracolSão Raimundo NonatoSudoeste Piauiense
720,Caraúbas do Piauí (PI),Caraúbas do Piauí,99,Litoral Piauiense,Norte Piauiense,PI,Caraúbas do PiauíLitoral PiauienseNorte Piauiense
721,Caridade do Piauí (PI),Caridade do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Caridade do PiauíAlto Médio CanindéSudeste Piauiense
722,Castelo do Piauí (PI),Castelo do Piauí,89,Campo Maior,Centro-Norte Piauiense,PI,Castelo do PiauíCampo MaiorCentro-Norte Piauiense
723,Caxingó (PI),Caxingó,99,Litoral Piauiense,Norte Piauiense,PI,CaxingóLitoral PiauienseNorte Piauiense
724,Cocal (PI),Cocal,99,Litoral Piauiense,Norte Piauiense,PI,CocalLitoral PiauienseNorte Piauiense
725,Cocal de Telha (PI),Cocal de Telha,89,Campo Maior,Centro-Norte Piauiense,PI,Cocal de TelhaCampo MaiorCentro-Norte Piauiense
726,Cocal dos Alves (PI),Cocal dos Alves,99,Litoral Piauiense,Norte Piauiense,PI,Cocal dos AlvesLitoral PiauienseNorte Piauiense
727,Coivaras (PI),Coivaras,90,Teresina,Centro-Norte Piauiense,PI,CoivarasTeresinaCentro-Norte Piauiense
728,Colônia do Gurguéia (PI),Colônia do Gurguéia,93,Bertolínia,Sudoeste Piauiense,PI,Colônia do GurguéiaBertolíniaSudoeste Piauiense
729,Colônia do Piauí (PI),Colônia do Piauí,95,Picos,Sudeste Piauiense,PI,Colônia do PiauíPicosSudeste Piauiense
730,Conceição do Canindé (PI),Conceição do Canindé,86,Alto Médio Canindé,Sudeste Piauiense,PI,Conceição do CanindéAlto Médio CanindéSudeste Piauiense
731,Coronel José Dias (PI),Coronel José Dias,92,São Raimundo Nonato,Sudoeste Piauiense,PI,Coronel José DiasSão Raimundo NonatoSudoeste Piauiense
732,Corrente (PI),Corrente,96,Chapadas do Extremo Sul Piauiense,Sudoeste Piauiense,PI,CorrenteChapadas do Extremo Sul PiauienseSudoeste Piauiense
733,Cristalândia do Piauí (PI),Cristalândia do Piauí,96,Chapadas do Extremo Sul Piauiense,Sudoeste Piauiense,PI,Cristalândia do PiauíChapadas do Extremo Sul PiauienseSudoeste Piauiense
734,Cristino Castro (PI),Cristino Castro,91,Alto Médio Gurguéia,Sudoeste Piauiense,PI,Cristino CastroAlto Médio GurguéiaSudoeste Piauiense
735,Curimatá (PI),Curimatá,96,Chapadas do Extremo Sul Piauiense,Sudoeste Piauiense,PI,CurimatáChapadas do Extremo Sul PiauienseSudoeste Piauiense
736,Currais (PI),Currais,91,Alto Médio Gurguéia,Sudoeste Piauiense,PI,CurraisAlto Médio GurguéiaSudoeste Piauiense
737,Curral Novo do Piauí (PI),Curral Novo do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Curral Novo do PiauíAlto Médio CanindéSudeste Piauiense
738,Curralinhos (PI),Curralinhos,90,Teresina,Centro-Norte Piauiense,PI,CurralinhosTeresinaCentro-Norte Piauiense
739,Demerval Lobão (PI),Demerval Lobão,90,Teresina,Centro-Norte Piauiense,PI,Demerval LobãoTeresinaCentro-Norte Piauiense
740,Dirceu Arcoverde (PI),Dirceu Arcoverde,92,São Raimundo Nonato,Sudoeste Piauiense,PI,Dirceu ArcoverdeSão Raimundo NonatoSudoeste Piauiense
741,Dom Expedito Lopes (PI),Dom Expedito Lopes,95,Picos,Sudeste Piauiense,PI,Dom Expedito LopesPicosSudeste Piauiense
742,Dom Inocêncio (PI),Dom Inocêncio,92,São Raimundo Nonato,Sudoeste Piauiense,PI,Dom InocêncioSão Raimundo NonatoSudoeste Piauiense
743,Domingos Mourão (PI),Domingos Mourão,89,Campo Maior,Centro-Norte Piauiense,PI,Domingos MourãoCampo MaiorCentro-Norte Piauiense
744,Elesbão Veloso (PI),Elesbão Veloso,94,Valença do Piauí,Centro-Norte Piauiense,PI,Elesbão VelosoValença do PiauíCentro-Norte Piauiense
745,Eliseu Martins (PI),Eliseu Martins,93,Bertolínia,Sudoeste Piauiense,PI,Eliseu MartinsBertolíniaSudoeste Piauiense
746,Esperantina (PI),Esperantina,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,EsperantinaBaixo Parnaíba PiauienseNorte Piauiense
747,Fartura do Piauí (PI),Fartura do Piauí,92,São Raimundo Nonato,Sudoeste Piauiense,PI,Fartura do PiauíSão Raimundo NonatoSudoeste Piauiense
748,Flores do Piauí (PI),Flores do Piauí,100,Floriano,Sudoeste Piauiense,PI,Flores do PiauíFlorianoSudoeste Piauiense
749,Floresta do Piauí (PI),Floresta do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Floresta do PiauíAlto Médio CanindéSudeste Piauiense
750,Floriano (PI),Floriano,100,Floriano,Sudoeste Piauiense,PI,FlorianoFlorianoSudoeste Piauiense
751,Francinópolis (PI),Francinópolis,94,Valença do Piauí,Centro-Norte Piauiense,PI,FrancinópolisValença do PiauíCentro-Norte Piauiense
752,Francisco Ayres (PI),Francisco Ayres,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,Francisco AyresMédio Parnaíba PiauienseCentro-Norte Piauiense
753,Francisco Macedo (PI),Francisco Macedo,86,Alto Médio Canindé,Sudeste Piauiense,PI,Francisco MacedoAlto Médio CanindéSudeste Piauiense
754,Francisco Santos (PI),Francisco Santos,88,Pio IX,Sudeste Piauiense,PI,Francisco SantosPio IXSudeste Piauiense
755,Fronteiras (PI),Fronteiras,86,Alto Médio Canindé,Sudeste Piauiense,PI,FronteirasAlto Médio CanindéSudeste Piauiense
756,Geminiano (PI),Geminiano,95,Picos,Sudeste Piauiense,PI,GeminianoPicosSudeste Piauiense
757,Gilbués (PI),Gilbués,91,Alto Médio Gurguéia,Sudoeste Piauiense,PI,GilbuésAlto Médio GurguéiaSudoeste Piauiense
758,Guadalupe (PI),Guadalupe,100,Floriano,Sudoeste Piauiense,PI,GuadalupeFlorianoSudoeste Piauiense
759,Guaribas (PI),Guaribas,92,São Raimundo Nonato,Sudoeste Piauiense,PI,GuaribasSão Raimundo NonatoSudoeste Piauiense
760,Hugo Napoleão (PI),Hugo Napoleão,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,Hugo NapoleãoMédio Parnaíba PiauienseCentro-Norte Piauiense
761,Ilha Grande (PI),Ilha Grande,99,Litoral Piauiense,Norte Piauiense,PI,Ilha GrandeLitoral PiauienseNorte Piauiense
762,Inhuma (PI),Inhuma,94,Valença do Piauí,Centro-Norte Piauiense,PI,InhumaValença do PiauíCentro-Norte Piauiense
763,Ipiranga do Piauí (PI),Ipiranga do Piauí,95,Picos,Sudeste Piauiense,PI,Ipiranga do PiauíPicosSudeste Piauiense
764,Isaías Coelho (PI),Isaías Coelho,86,Alto Médio Canindé,Sudeste Piauiense,PI,Isaías CoelhoAlto Médio CanindéSudeste Piauiense
765,Itainópolis (PI),Itainópolis,86,Alto Médio Canindé,Sudeste Piauiense,PI,ItainópolisAlto Médio CanindéSudeste Piauiense
766,Itaueira (PI),Itaueira,100,Floriano,Sudoeste Piauiense,PI,ItaueiraFlorianoSudoeste Piauiense
767,Jacobina do Piauí (PI),Jacobina do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Jacobina do PiauíAlto Médio CanindéSudeste Piauiense
768,Jaicós (PI),Jaicós,86,Alto Médio Canindé,Sudeste Piauiense,PI,JaicósAlto Médio CanindéSudeste Piauiense
769,Jardim do Mulato (PI),Jardim do Mulato,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,Jardim do MulatoMédio Parnaíba PiauienseCentro-Norte Piauiense
770,Jatobá do Piauí (PI),Jatobá do Piauí,89,Campo Maior,Centro-Norte Piauiense,PI,Jatobá do PiauíCampo MaiorCentro-Norte Piauiense
771,Jerumenha (PI),Jerumenha,100,Floriano,Sudoeste Piauiense,PI,JerumenhaFlorianoSudoeste Piauiense
772,João Costa (PI),João Costa,86,Alto Médio Canindé,Sudeste Piauiense,PI,João CostaAlto Médio CanindéSudeste Piauiense
773,Joaquim Pires (PI),Joaquim Pires,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,Joaquim PiresBaixo Parnaíba PiauienseNorte Piauiense
774,Joca Marques (PI),Joca Marques,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,Joca MarquesBaixo Parnaíba PiauienseNorte Piauiense
775,José de Freitas (PI),José de Freitas,90,Teresina,Centro-Norte Piauiense,PI,José de FreitasTeresinaCentro-Norte Piauiense
776,Juazeiro do Piauí (PI),Juazeiro do Piauí,89,Campo Maior,Centro-Norte Piauiense,PI,Juazeiro do PiauíCampo MaiorCentro-Norte Piauiense
777,Júlio Borges (PI),Júlio Borges,96,Chapadas do Extremo Sul Piauiense,Sudoeste Piauiense,PI,Júlio BorgesChapadas do Extremo Sul PiauienseSudoeste Piauiense
778,Jurema (PI),Jurema,92,São Raimundo Nonato,Sudoeste Piauiense,PI,JuremaSão Raimundo NonatoSudoeste Piauiense
779,Lagoa Alegre (PI),Lagoa Alegre,90,Teresina,Centro-Norte Piauiense,PI,Lagoa AlegreTeresinaCentro-Norte Piauiense
780,Lagoa de São Francisco (PI),Lagoa de São Francisco,89,Campo Maior,Centro-Norte Piauiense,PI,Lagoa de São FranciscoCampo MaiorCentro-Norte Piauiense
781,Lagoa do Barro do Piauí (PI),Lagoa do Barro do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Lagoa do Barro do PiauíAlto Médio CanindéSudeste Piauiense
782,Lagoa do Piauí (PI),Lagoa do Piauí,90,Teresina,Centro-Norte Piauiense,PI,Lagoa do PiauíTeresinaCentro-Norte Piauiense
783,Lagoa do Sítio (PI),Lagoa do Sítio,94,Valença do Piauí,Centro-Norte Piauiense,PI,Lagoa do SítioValença do PiauíCentro-Norte Piauiense
784,Lagoinha do Piauí (PI),Lagoinha do Piauí,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,Lagoinha do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense
785,Landri Sales (PI),Landri Sales,93,Bertolínia,Sudoeste Piauiense,PI,Landri SalesBertolíniaSudoeste Piauiense
786,Luís Correia (PI),Luís Correia,99,Litoral Piauiense,Norte Piauiense,PI,Luís CorreiaLitoral PiauienseNorte Piauiense
787,Luzilândia (PI),Luzilândia,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,LuzilândiaBaixo Parnaíba PiauienseNorte Piauiense
788,Madeiro (PI),Madeiro,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,MadeiroBaixo Parnaíba PiauienseNorte Piauiense
789,Manoel Emídio (PI),Manoel Emídio,93,Bertolínia,Sudoeste Piauiense,PI,Manoel EmídioBertolíniaSudoeste Piauiense
790,Marcolândia (PI),Marcolândia,86,Alto Médio Canindé,Sudeste Piauiense,PI,MarcolândiaAlto Médio CanindéSudeste Piauiense
791,Marcos Parente (PI),Marcos Parente,93,Bertolínia,Sudoeste Piauiense,PI,Marcos ParenteBertolíniaSudoeste Piauiense
792,Massapê do Piauí (PI),Massapê do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Massapê do PiauíAlto Médio CanindéSudeste Piauiense
793,Matias Olímpio (PI),Matias Olímpio,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,Matias OlímpioBaixo Parnaíba PiauienseNorte Piauiense
794,Miguel Alves (PI),Miguel Alves,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,Miguel AlvesBaixo Parnaíba PiauienseNorte Piauiense
795,Miguel Leão (PI),Miguel Leão,90,Teresina,Centro-Norte Piauiense,PI,Miguel LeãoTeresinaCentro-Norte Piauiense
796,Milton Brandão (PI),Milton Brandão,89,Campo Maior,Centro-Norte Piauiense,PI,Milton BrandãoCampo MaiorCentro-Norte Piauiense
797,Monsenhor Gil (PI),Monsenhor Gil,90,Teresina,Centro-Norte Piauiense,PI,Monsenhor GilTeresinaCentro-Norte Piauiense
798,Monsenhor Hipólito (PI),Monsenhor Hipólito,88,Pio IX,Sudeste Piauiense,PI,Monsenhor HipólitoPio IXSudeste Piauiense
799,Monte Alegre do Piauí (PI),Monte Alegre do Piauí,91,Alto Médio Gurguéia,Sudoeste Piauiense,PI,Monte Alegre do PiauíAlto Médio GurguéiaSudoeste Piauiense
800,Morro Cabeça no Tempo (PI),Morro Cabeça no Tempo,96,Chapadas do Extremo Sul Piauiense,Sudoeste Piauiense,PI,Morro Cabeça no TempoChapadas do Extremo Sul PiauienseSudoeste Piauiense
801,Morro do Chapéu do Piauí (PI),Morro do Chapéu do Piauí,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,Morro do Chapéu do PiauíBaixo Parnaíba PiauienseNorte Piauiense
802,Murici dos Portelas (PI),Murici dos Portelas,99,Litoral Piauiense,Norte Piauiense,PI,Murici dos PortelasLitoral PiauienseNorte Piauiense
803,Nazaré do Piauí (PI),Nazaré do Piauí,100,Floriano,Sudoeste Piauiense,PI,Nazaré do PiauíFlorianoSudoeste Piauiense
804,Nazária (PI),Nazária,90,Teresina,Centro-Norte Piauiense,PI,NazáriaTeresinaCentro-Norte Piauiense
805,Nossa Senhora de Nazaré (PI),Nossa Senhora de Nazaré,89,Campo Maior,Centro-Norte Piauiense,PI,Nossa Senhora de NazaréCampo MaiorCentro-Norte Piauiense
806,Nossa Senhora dos Remédios (PI),Nossa Senhora dos Remédios,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,Nossa Senhora dos RemédiosBaixo Parnaíba PiauienseNorte Piauiense
807,Nova Santa Rita (PI),Nova Santa Rita,86,Alto Médio Canindé,Sudeste Piauiense,PI,Nova Santa RitaAlto Médio CanindéSudeste Piauiense
808,Novo Oriente do Piauí (PI),Novo Oriente do Piauí,94,Valença do Piauí,Centro-Norte Piauiense,PI,Novo Oriente do PiauíValença do PiauíCentro-Norte Piauiense
809,Novo Santo Antônio (PI),Novo Santo Antônio,89,Campo Maior,Centro-Norte Piauiense,PI,Novo Santo AntônioCampo MaiorCentro-Norte Piauiense
810,Oeiras (PI),Oeiras,95,Picos,Sudeste Piauiense,PI,OeirasPicosSudeste Piauiense
811,Olho D'Água do Piauí (PI),Olho D'Água do Piauí,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,Olho D'Água do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense
812,Padre Marcos (PI),Padre Marcos,86,Alto Médio Canindé,Sudeste Piauiense,PI,Padre MarcosAlto Médio CanindéSudeste Piauiense
813,Paes Landim (PI),Paes Landim,86,Alto Médio Canindé,Sudeste Piauiense,PI,Paes LandimAlto Médio CanindéSudeste Piauiense
814,Pajeú do Piauí (PI),Pajeú do Piauí,92,São Raimundo Nonato,Sudoeste Piauiense,PI,Pajeú do PiauíSão Raimundo NonatoSudoeste Piauiense
815,Palmeira do Piauí (PI),Palmeira do Piauí,91,Alto Médio Gurguéia,Sudoeste Piauiense,PI,Palmeira do PiauíAlto Médio GurguéiaSudoeste Piauiense
816,Palmeirais (PI),Palmeirais,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,PalmeiraisMédio Parnaíba PiauienseCentro-Norte Piauiense
817,Paquetá (PI),Paquetá,95,Picos,Sudeste Piauiense,PI,PaquetáPicosSudeste Piauiense
818,Parnaguá (PI),Parnaguá,96,Chapadas do Extremo Sul Piauiense,Sudoeste Piauiense,PI,ParnaguáChapadas do Extremo Sul PiauienseSudoeste Piauiense
819,Parnaíba (PI),Parnaíba,99,Litoral Piauiense,Norte Piauiense,PI,ParnaíbaLitoral PiauienseNorte Piauiense
820,Passagem Franca do Piauí (PI),Passagem Franca do Piauí,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,Passagem Franca do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense
821,Patos do Piauí (PI),Patos do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Patos do PiauíAlto Médio CanindéSudeste Piauiense
822,Pau D'Arco do Piauí (PI),Pau D'Arco do Piauí,90,Teresina,Centro-Norte Piauiense,PI,Pau D'Arco do PiauíTeresinaCentro-Norte Piauiense
823,Paulistana (PI),Paulistana,86,Alto Médio Canindé,Sudeste Piauiense,PI,PaulistanaAlto Médio CanindéSudeste Piauiense
824,Pavussu (PI),Pavussu,100,Floriano,Sudoeste Piauiense,PI,PavussuFlorianoSudoeste Piauiense
825,Pedro II (PI),Pedro II,89,Campo Maior,Centro-Norte Piauiense,PI,Pedro IICampo MaiorCentro-Norte Piauiense
826,Pedro Laurentino (PI),Pedro Laurentino,86,Alto Médio Canindé,Sudeste Piauiense,PI,Pedro LaurentinoAlto Médio CanindéSudeste Piauiense
827,Picos (PI),Picos,95,Picos,Sudeste Piauiense,PI,PicosPicosSudeste Piauiense
828,Pimenteiras (PI),Pimenteiras,94,Valença do Piauí,Centro-Norte Piauiense,PI,PimenteirasValença do PiauíCentro-Norte Piauiense
829,Pio IX (PI),Pio IX,88,Pio IX,Sudeste Piauiense,PI,Pio IXPio IXSudeste Piauiense
830,Piracuruca (PI),Piracuruca,99,Litoral Piauiense,Norte Piauiense,PI,PiracurucaLitoral PiauienseNorte Piauiense
831,Piripiri (PI),Piripiri,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,PiripiriBaixo Parnaíba PiauienseNorte Piauiense
832,Porto (PI),Porto,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,PortoBaixo Parnaíba PiauienseNorte Piauiense
833,Porto Alegre do Piauí (PI),Porto Alegre do Piauí,93,Bertolínia,Sudoeste Piauiense,PI,Porto Alegre do PiauíBertolíniaSudoeste Piauiense
834,Prata do Piauí (PI),Prata do Piauí,94,Valença do Piauí,Centro-Norte Piauiense,PI,Prata do PiauíValença do PiauíCentro-Norte Piauiense
835,Queimada Nova (PI),Queimada Nova,86,Alto Médio Canindé,Sudeste Piauiense,PI,Queimada NovaAlto Médio CanindéSudeste Piauiense
836,Redenção do Gurguéia (PI),Redenção do Gurguéia,91,Alto Médio Gurguéia,Sudoeste Piauiense,PI,Redenção do GurguéiaAlto Médio GurguéiaSudoeste Piauiense
837,Regeneração (PI),Regeneração,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,RegeneraçãoMédio Parnaíba PiauienseCentro-Norte Piauiense
838,Riacho Frio (PI),Riacho Frio,96,Chapadas do Extremo Sul Piauiense,Sudoeste Piauiense,PI,Riacho FrioChapadas do Extremo Sul PiauienseSudoeste Piauiense
839,Ribeira do Piauí (PI),Ribeira do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Ribeira do PiauíAlto Médio CanindéSudeste Piauiense
840,Ribeiro Gonçalves (PI),Ribeiro Gonçalves,97,Alto Parnaíba Piauiense,Sudoeste Piauiense,PI,Ribeiro GonçalvesAlto Parnaíba PiauienseSudoeste Piauiense
841,Rio Grande do Piauí (PI),Rio Grande do Piauí,100,Floriano,Sudoeste Piauiense,PI,Rio Grande do PiauíFlorianoSudoeste Piauiense
842,Santa Cruz do Piauí (PI),Santa Cruz do Piauí,95,Picos,Sudeste Piauiense,PI,Santa Cruz do PiauíPicosSudeste Piauiense
843,Santa Cruz dos Milagres (PI),Santa Cruz dos Milagres,94,Valença do Piauí,Centro-Norte Piauiense,PI,Santa Cruz dos MilagresValença do PiauíCentro-Norte Piauiense
844,Santa Filomena (PI),Santa Filomena,97,Alto Parnaíba Piauiense,Sudoeste Piauiense,PI,Santa FilomenaAlto Parnaíba PiauienseSudoeste Piauiense
845,Santa Luz (PI),Santa Luz,91,Alto Médio Gurguéia,Sudoeste Piauiense,PI,Santa LuzAlto Médio GurguéiaSudoeste Piauiense
846,Santa Rosa do Piauí (PI),Santa Rosa do Piauí,95,Picos,Sudeste Piauiense,PI,Santa Rosa do PiauíPicosSudeste Piauiense
847,Santana do Piauí (PI),Santana do Piauí,95,Picos,Sudeste Piauiense,PI,Santana do PiauíPicosSudeste Piauiense
848,Santo Antônio de Lisboa (PI),Santo Antônio de Lisboa,88,Pio IX,Sudeste Piauiense,PI,Santo Antônio de LisboaPio IXSudeste Piauiense
849,Santo Antônio dos Milagres (PI),Santo Antônio dos Milagres,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,Santo Antônio dos MilagresMédio Parnaíba PiauienseCentro-Norte Piauiense
850,Santo Inácio do Piauí (PI),Santo Inácio do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,Santo Inácio do PiauíAlto Médio CanindéSudeste Piauiense
851,São Braz do Piauí (PI),São Braz do Piauí,92,São Raimundo Nonato,Sudoeste Piauiense,PI,São Braz do PiauíSão Raimundo NonatoSudoeste Piauiense
852,São Félix do Piauí (PI),São Félix do Piauí,94,Valença do Piauí,Centro-Norte Piauiense,PI,São Félix do PiauíValença do PiauíCentro-Norte Piauiense
853,São Francisco de Assis do Piauí (PI),São Francisco de Assis do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,São Francisco de Assis do PiauíAlto Médio CanindéSudeste Piauiense
854,São Francisco do Piauí (PI),São Francisco do Piauí,100,Floriano,Sudoeste Piauiense,PI,São Francisco do PiauíFlorianoSudoeste Piauiense
855,São Gonçalo do Gurguéia (PI),São Gonçalo do Gurguéia,91,Alto Médio Gurguéia,Sudoeste Piauiense,PI,São Gonçalo do GurguéiaAlto Médio GurguéiaSudoeste Piauiense
856,São Gonçalo do Piauí (PI),São Gonçalo do Piauí,87,Médio Parnaíba Piauiense,Centro-Norte Piauiense,PI,São Gonçalo do PiauíMédio Parnaíba PiauienseCentro-Norte Piauiense
857,São João da Canabrava (PI),São João da Canabrava,95,Picos,Sudeste Piauiense,PI,São João da CanabravaPicosSudeste Piauiense
858,São João da Fronteira (PI),São João da Fronteira,99,Litoral Piauiense,Norte Piauiense,PI,São João da FronteiraLitoral PiauienseNorte Piauiense
859,São João da Serra (PI),São João da Serra,89,Campo Maior,Centro-Norte Piauiense,PI,São João da SerraCampo MaiorCentro-Norte Piauiense
860,São João da Varjota (PI),São João da Varjota,95,Picos,Sudeste Piauiense,PI,São João da VarjotaPicosSudeste Piauiense
861,São João do Arraial (PI),São João do Arraial,98,Baixo Parnaíba Piauiense,Norte Piauiense,PI,São João do ArraialBaixo Parnaíba PiauienseNorte Piauiense
862,São João do Piauí (PI),São João do Piauí,86,Alto Médio Canindé,Sudeste Piauiense,PI,São João do PiauíAlto Médio CanindéSudeste Piauiense
863,São José do Divino (PI),São José do Divino,99,Litoral Piauiense,Norte Piauiense,PI,São José do DivinoLitoral PiauienseNorte Piauiense
864,São José do Peixe (PI),São José do Peixe,100,Floriano,Sudoeste Piauiense,PI,São José do PeixeFlorianoSudoeste Piauiense
865,São José do Piauí (PI),São José do Piauí,95,Picos,Sudeste Piauiense,PI,São José do PiauíPicosSudeste Piauiense
866,São Julião (PI),São Julião,88,Pio IX,Sudeste Piauiense,PI,São JuliãoPio IXSudeste Piauiense
867,São Lourenço do Piauí (PI),São Lourenço do Piauí,92,São Raimundo Nonato,Sudoeste Piauiense,PI,São Lourenço do PiauíSão Raimundo NonatoSudoeste Piauiense
868,São Luis do Piauí (PI),São Luis do Piauí,95,Picos,Sudeste Piauiense,PI,São Luis do PiauíPicosSudeste Piauiense
