Municipio_ID,Municipio_Nome (UF),Municipio_Nome,Microrregião_ID,Microrregião,Mesorregião,UF,Municipio_Meso_Micro
2701,Mar de Espanha (MG),Mar de Espanha,279,Juiz de Fora,Zona da Mata,MG,Mar de EspanhaJuiz de ForaZona da Mata
2702,Maravilhas (MG),Maravilhas,278,Sete Lagoas,Metropolitana de Belo Horizonte,MG,MaravilhasSete LagoasMetropolitana de Belo Horizonte
2703,Maria da Fé (MG),Maria da Fé,304,Itajubá,Sul/Sudoeste de Minas,MG,Maria da FéItajubáSul/Sudoeste de Minas
2704,Mariana (MG),Mariana,317,Ouro Preto,Metropolitana de Belo Horizonte,MG,MarianaOuro PretoMetropolitana de Belo Horizonte
2705,Marilac (MG),Marilac,271,Governador Valadares,Vale do Rio Doce,MG,MarilacGovernador ValadaresVale do Rio Doce
2706,Mário Campos (MG),Mário Campos,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,Mário CamposBelo HorizonteMetropolitana de Belo Horizonte
2707,Maripá de Minas (MG),Maripá de Minas,279,Juiz de Fora,Zona da Mata,MG,Maripá de MinasJuiz de ForaZona da Mata
2708,Marliéria (MG),Marliéria,257,Ipatinga,Vale do Rio Doce,MG,MarliériaIpatingaVale do Rio Doce
2709,Marmelópolis (MG),Marmelópolis,304,Itajubá,Sul/Sudoeste de Minas,MG,MarmelópolisItajubáSul/Sudoeste de Minas
2710,Martinho Campos (MG),Martinho Campos,283,Bom Despacho,Central Mineira,MG,Martinho CamposBom DespachoCentral Mineira
2711,Martins Soares (MG),Martins Soares,255,Manhuaçu,Zona da Mata,MG,Martins SoaresManhuaçuZona da Mata
2712,Mata Verde (MG),Mata Verde,270,Almenara,Jequitinhonha,MG,Mata VerdeAlmenaraJequitinhonha
2713,Materlândia (MG),Materlândia,303,Guanhães,Vale do Rio Doce,MG,MaterlândiaGuanhãesVale do Rio Doce
2714,Mateus Leme (MG),Mateus Leme,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,Mateus LemeBelo HorizonteMetropolitana de Belo Horizonte
2715,Mathias Lobato (MG),Mathias Lobato,271,Governador Valadares,Vale do Rio Doce,MG,Mathias LobatoGovernador ValadaresVale do Rio Doce
2716,Matias Barbosa (MG),Matias Barbosa,279,Juiz de Fora,Zona da Mata,MG,Matias BarbosaJuiz de ForaZona da Mata
2717,Matias Cardoso (MG),Matias Cardoso,299,Januária,Norte de Minas,MG,Matias CardosoJanuáriaNorte de Minas
2718,Matipó (MG),Matipó,255,Manhuaçu,Zona da Mata,MG,MatipóManhuaçuZona da Mata
2719,Mato Verde (MG),Mato Verde,313,Janaúba,Norte de Minas,MG,Mato VerdeJanaúbaNorte de Minas
2720,Matozinhos (MG),Matozinhos,278,Sete Lagoas,Metropolitana de Belo Horizonte,MG,MatozinhosSete LagoasMetropolitana de Belo Horizonte
2721,Matutina (MG),Matutina,282,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,MG,MatutinaPatos de MinasTriângulo Mineiro/Alto Paranaíba
2722,Medeiros (MG),Medeiros,291,Piuí,Oeste de Minas,MG,MedeirosPiuíOeste de Minas
2723,Medina (MG),Medina,307,Pedra Azul,Jequitinhonha,MG,MedinaPedra AzulJequitinhonha
2724,Mendes Pimentel (MG),Mendes Pimentel,314,Mantena,Vale do Rio Doce,MG,Mendes PimentelMantenaVale do Rio Doce
2725,Mercês (MG),Mercês,288,Ubá,Zona da Mata,MG,MercêsUbáZona da Mata
2726,Mesquita (MG),Mesquita,257,Ipatinga,Vale do Rio Doce,MG,MesquitaIpatingaVale do Rio Doce
2727,Minas Novas (MG),Minas Novas,276,Capelinha,Jequitinhonha,MG,Minas NovasCapelinhaJequitinhonha
2728,Minduri (MG),Minduri,264,Andrelândia,Sul/Sudoeste de Minas,MG,MinduriAndrelândiaSul/Sudoeste de Minas
2729,Mirabela (MG),Mirabela,302,Montes Claros,Norte de Minas,MG,MirabelaMontes ClarosNorte de Minas
2730,Miradouro (MG),Miradouro,277,Muriaé,Zona da Mata,MG,MiradouroMuriaéZona da Mata
2731,Miraí (MG),Miraí,277,Muriaé,Zona da Mata,MG,MiraíMuriaéZona da Mata
2732,Miravânia (MG),Miravânia,299,Januária,Norte de Minas,MG,MiravâniaJanuáriaNorte de Minas
2733,Moeda (MG),Moeda,293,Itaguara,Metropolitana de Belo Horizonte,MG,MoedaItaguaraMetropolitana de Belo Horizonte
2734,Moema (MG),Moema,283,Bom Despacho,Central Mineira,MG,MoemaBom DespachoCentral Mineira
2735,Monjolos (MG),Monjolos,290,Curvelo,Central Mineira,MG,MonjolosCurveloCentral Mineira
2736,Monsenhor Paulo (MG),Monsenhor Paulo,294,Varginha,Sul/Sudoeste de Minas,MG,Monsenhor PauloVarginhaSul/Sudoeste de Minas
2737,Montalvânia (MG),Montalvânia,299,Januária,Norte de Minas,MG,MontalvâniaJanuáriaNorte de Minas
2738,Monte Alegre de Minas (MG),Monte Alegre de Minas,281,Uberlândia,Triângulo Mineiro/Alto Paranaíba,MG,Monte Alegre de MinasUberlândiaTriângulo Mineiro/Alto Paranaíba
2739,Monte Azul (MG),Monte Azul,313,Janaúba,Norte de Minas,MG,Monte AzulJanaúbaNorte de Minas
2740,Monte Belo (MG),Monte Belo,285,São Sebastião do Paraíso,Sul/Sudoeste de Minas,MG,Monte BeloSão Sebastião do ParaísoSul/Sudoeste de Minas
2741,Monte Carmelo (MG),Monte Carmelo,253,Patrocínio,Triângulo Mineiro/Alto Paranaíba,MG,Monte CarmeloPatrocínioTriângulo Mineiro/Alto Paranaíba
2742,Monte Formoso (MG),Monte Formoso,270,Almenara,Jequitinhonha,MG,Monte FormosoAlmenaraJequitinhonha
2743,Monte Santo de Minas (MG),Monte Santo de Minas,285,São Sebastião do Paraíso,Sul/Sudoeste de Minas,MG,Monte Santo de MinasSão Sebastião do ParaísoSul/Sudoeste de Minas
2744,Monte Sião (MG),Monte Sião,266,Poços de Caldas,Sul/Sudoeste de Minas,MG,Monte SiãoPoços de CaldasSul/Sudoeste de Minas
2745,Montes Claros (MG),Montes Claros,302,Montes Claros,Norte de Minas,MG,Montes ClarosMontes ClarosNorte de Minas
2746,Montezuma (MG),Montezuma,262,Salinas,Norte de Minas,MG,MontezumaSalinasNorte de Minas
2747,Morada Nova de Minas (MG),Morada Nova de Minas,254,Três Marias,Central Mineira,MG,Morada Nova de MinasTrês MariasCentral Mineira
2748,Morro da Garça (MG),Morro da Garça,290,Curvelo,Central Mineira,MG,Morro da GarçaCurveloCentral Mineira
2749,Morro do Pilar (MG),Morro do Pilar,275,Conceição do Mato Dentro,Metropolitana de Belo Horizonte,MG,Morro do PilarConceição do Mato DentroMetropolitana de Belo Horizonte
2750,Munhoz (MG),Munhoz,297,Pouso Alegre,Sul/Sudoeste de Minas,MG,MunhozPouso AlegreSul/Sudoeste de Minas
2751,Muriaé (MG),Muriaé,277,Muriaé,Zona da Mata,MG,MuriaéMuriaéZona da Mata
2752,Mutum (MG),Mutum,263,Aimorés,Vale do Rio Doce,MG,MutumAimorésVale do Rio Doce
2753,Muzambinho (MG),Muzambinho,285,São Sebastião do Paraíso,Sul/Sudoeste de Minas,MG,MuzambinhoSão Sebastião do ParaísoSul/Sudoeste de Minas
2754,Nacip Raydan (MG),Nacip Raydan,271,Governador Valadares,Vale do Rio Doce,MG,Nacip RaydanGovernador ValadaresVale do Rio Doce
2755,Nanuque (MG),Nanuque,261,Nanuque,Vale do Mucuri,MG,NanuqueNanuqueVale do Mucuri
2756,Naque (MG),Naque,257,Ipatinga,Vale do Rio Doce,MG,NaqueIpatingaVale do Rio Doce
2757,Natalândia (MG),Natalândia,287,Unaí,Noroeste de Minas,MG,NatalândiaUnaíNoroeste de Minas
2758,Natércia (MG),Natércia,306,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,MG,NatérciaSanta Rita do SapucaíSul/Sudoeste de Minas
2759,Nazareno (MG),Nazareno,315,São João Del Rei,Campo das Vertentes,MG,NazarenoSão João Del ReiCampo das Vertentes
2760,Nepomuceno (MG),Nepomuceno,311,Lavras,Campo das Vertentes,MG,NepomucenoLavrasCampo das Vertentes
2761,Ninheira (MG),Ninheira,262,Salinas,Norte de Minas,MG,NinheiraSalinasNorte de Minas
2762,Nova Belém (MG),Nova Belém,314,Mantena,Vale do Rio Doce,MG,Nova BelémMantenaVale do Rio Doce
2763,Nova Era (MG),Nova Era,274,Itabira,Metropolitana de Belo Horizonte,MG,Nova EraItabiraMetropolitana de Belo Horizonte
2764,Nova Lima (MG),Nova Lima,292,Belo Horizonte,Metropolitana de Belo Horizonte,MG,Nova LimaBelo HorizonteMetropolitana de Belo Horizonte
2765,Nova Módica (MG),Nova Módica,271,Governador Valadares,Vale do Rio Doce,MG,Nova MódicaGovernador ValadaresVale do Rio Doce
2766,Nova Ponte (MG),Nova Ponte,284,Araxá,Triângulo Mineiro/Alto Paranaíba,MG,Nova PonteAraxáTriângulo Mineiro/Alto Paranaíba
2767,Nova Porteirinha (MG),Nova Porteirinha,313,Janaúba,Norte de Minas,MG,Nova PorteirinhaJanaúbaNorte de Minas
2768,Nova Resende (MG),Nova Resende,285,São Sebastião do Paraíso,Sul/Sudoeste de Minas,MG,Nova ResendeSão Sebastião do ParaísoSul/Sudoeste de Minas
